[INFO    ] Starting server
[INFO    ] Processing user alex98chen4
[INFO    ] Number of keypoints for images/Experiment1/MichiganCoaster640480.jpeg: 500
[INFO    ] Number of keypoints for images/Experiment1/Optimist640480.jpg: 520
[INFO    ] Image images/Experiment1/KeroKero640480.jpg rejected: 285 < 500
[INFO    ] Number of keypoints for images/Experiment1/Strokes640480.jpg: 2106
[INFO    ] Number of keypoints for images/Experiment1/Vulfpeck640480.jpg: 533
[INFO    ] Number of keypoints for images/Experiment1/BestDay640480.jpg: 872
[INFO    ] Image images/Experiment1/WildFlower640480.jpg rejected: 420 < 500
[INFO    ] Server::init
[INFO    ] Server::run
ReadTime,3.119649648666382,1576028843.569444
SIFTTime,0.2265918254852295,1576028843.7962816
ReadTime,0.4581105709075928,1576028844.0277352
SIFTTime,0.3348062038421631,1576028844.3627665
ReadTime,0.5264782905578613,1576028844.5543935
SIFTTime,0.354616641998291,1576028844.919659
ReadTime,0.43956661224365234,1576028845.0045233
SIFTTime,0.2463066577911377,1576028845.263099
ReadTime,0.4803903102874756,1576028845.4851186
IMGAppear,Optimist
SIFTTime,0.26425790786743164,1576028845.7601295
ReadTime,0.4523122310638428,1576028845.9481006
SIFTTime,0.2826817035675049,1576028846.2310464
ReadTime,0.4656219482421875,1576028846.413921
SIFTTime,0.25818634033203125,1576028846.682988
ReadTime,0.45623159408569336,1576028846.8809059
SIFTTime,0.2764441967010498,1576028847.168068
ReadTime,0.4512195587158203,1576028847.3427558
SIFTTime,0.2954275608062744,1576028847.6436257
ReadTime,0.4626138210296631,1576028847.8107207
SIFTTime,0.2652623653411865,1576028848.0869946
ReadTime,0.45636415481567383,1576028848.2780128
SIFTTime,0.2576456069946289,1576028848.5466223
ReadTime,0.4576857089996338,1576028848.7465699
SIFTTime,0.2762629985809326,1576028849.0336785
ReadTime,0.44541454315185547,1576028849.2027292
SIFTTime,0.25688958168029785,1576028849.4702249
ReadTime,0.4478447437286377,1576028849.6610742
SIFTTime,0.2550947666168213,1576028849.9270291
ReadTime,0.44525933265686035,1576028850.1171095
SIFTTime,0.21343016624450684,1576028850.331179
ReadTime,0.45752429962158203,1576028850.5751755
SIFTTime,0.22248268127441406,1576028850.7979004
ReadTime,0.4772641658782959,1576028851.0525944
SIFTTime,0.35941529273986816,1576028851.4226801
ReadTime,0.44164109230041504,1576028851.5048187
SIFTTime,0.34913206100463867,1576028851.8623874
ReadTime,0.47701478004455566,1576028851.9819474
SIFTTime,0.40233492851257324,1576028852.3949459
ReadTime,0.447542667388916,1576028852.4400222
ReadTime,0.46701526641845703,1576028852.907206
SIFTTime,0.46782422065734863,1576028852.949419
ReadTime,0.46727728843688965,1576028853.3747056
SIFTTime,0.4475276470184326,1576028853.4830034
ReadTime,0.4685540199279785,1576028853.8434958
SIFTTime,0.3941380977630615,1576028853.972731
ReadTime,0.45267438888549805,1576028854.2963936
SIFTTime,0.4430201053619385,1576028854.5118623
ReadTime,0.46825599670410156,1576028854.7648811
SIFTTime,0.22772598266601562,1576028854.8309584
SIFTTime,0.23615360260009766,1576028855.160949
ReadTime,0.46709489822387695,1576028855.2323265
SIFTTime,0.22481822967529297,1576028855.4785583
ReadTime,0.471921443939209,1576028855.704435
SIFTTime,0.22288727760314941,1576028855.927842
ReadTime,0.47187066078186035,1576028856.176463
SIFTTime,0.23771047592163086,1576028856.4249258
ReadTime,0.4508635997772217,1576028856.638002
SIFTTime,0.27604007720947266,1576028856.9247804
ReadTime,0.4573020935058594,1576028857.105934
SIFTTime,0.2192373275756836,1576028857.3358076
ReadTime,0.45514583587646484,1576028857.5716393
SIFTTime,0.26247429847717285,1576028857.844911
ReadTime,0.45651698112487793,1576028858.038848
SIFTTime,0.24576854705810547,1576028858.2953982
ReadTime,0.45602941513061523,1576028858.5055604
SIFTTime,0.24693965911865234,1576028858.7634377
ReadTime,0.45801639556884766,1576028858.9743085
SIFTTime,0.25412583351135254,1576028859.2390842
ReadTime,0.45581960678100586,1576028859.4407365
SIFTTime,0.24575567245483398,1576028859.6973784
ReadTime,0.4560866355895996,1576028859.907594
SIFTTime,0.22295808792114258,1576028860.1312466
ReadTime,0.4682891368865967,1576028860.3764522
SIFTTime,0.2181692123413086,1576028860.605388
ReadTime,0.4432528018951416,1576028860.830376
SIFTTime,0.18399953842163086,1576028861.0251577
ReadTime,0.45204949378967285,1576028861.2931085
SIFTTime,0.20211410522460938,1576028861.5059576
ReadTime,0.4524078369140625,1576028861.7561693
SIFTTime,0.2890450954437256,1576028862.0558388
ReadTime,0.4519486427307129,1576028862.2186651
SIFTTime,0.33866095542907715,1576028862.5585575
ReadTime,0.4664497375488281,1576028862.6862354
SIFTTime,0.34212207794189453,1576028863.029182
ReadTime,0.466630220413208,1576028863.153621
SIFTTime,0.362093448638916,1576028863.527167
ReadTime,0.44580721855163574,1576028863.6107671
SIFTTime,0.41952991485595703,1576028864.0420358
ReadTime,0.4682581424713135,1576028864.0791836
SIFTTime,0.40316057205200195,1576028864.5352464
ReadTime,0.4665672779083252,1576028864.5458505
SIFTTime,0.2669239044189453,1576028864.8935006
ReadTime,0.47148752212524414,1576028865.0174737
IMGAppear,MichiganCoaster
SIFTTime,0.20344161987304688,1576028865.2210858
ReadTime,0.45950937271118164,1576028865.4770932
SIFTTime,0.2612781524658203,1576028865.7385294
ReadTime,0.45658421516418457,1576028865.933794
SIFTTime,0.27805280685424805,1576028866.212079
SongPlay,images/Experiment1/MichiganCoaster640480.jpeg,1576028866.2977388
ReadTime,0.4516775608062744,1576028866.3856392
ReadTime,0.46806979179382324,1576028866.853884
SIFTTime,0.3287935256958008,1576028866.9779575
ReadTime,0.46544933319091797,1576028867.3195932
SIFTTime,0.3175032138824463,1576028867.3705575
SIFTTime,0.2982463836669922,1576028867.759284
ReadTime,0.4669938087463379,1576028867.7868052
SIFTTime,0.2914557456970215,1576028868.1275775
ReadTime,0.47464704513549805,1576028868.2615643
SIFTTime,0.3194751739501953,1576028868.5919561
ReadTime,0.4515206813812256,1576028868.7239003
SIFTTime,0.2876720428466797,1576028869.0125182
ReadTime,0.4705045223236084,1576028869.1952422
